cell_id,x_m,y_m,z_m,span_x_m,span_y_m,span_z_m
16516226,0.1254042834,0.11052403,-0.03985289633,0.001014813781,0.0007995069027,0.0003092139959
4457615,-0.1455356002,0.0180537954,0.1680835575,0.001028478146,0.001063102856,0.001135647297
8652076,0.1479761541,0.02344959565,0.1504564315,0.0001200288534,0.00102128461,0.001050531864
8652077,0.1479752779,0.02244217284,0.1515024424,0.0001247525215,0.001039125025,0.001063644886
16516429,0.1394754276,0.1022780525,-0.03765037842,0.00117084384,0.001669354737,0.0005266480148
16516442,0.1284897447,0.1064735606,-0.03876965865,0.0009637922049,0.0008541718125,0.0003334321082
16516455,0.1400098354,0.1048651397,-0.03889147639,0.000237211585,0.002348013222,0.001162931323
16516480,0.09397532791,0.1215518355,-0.04456762522,0.0001236051321,0.001119218767,0.00107902661
16516482,0.09602325857,0.1226257578,-0.04452922344,0.0001162514091,0.001134604216,0.00111740455
4458005,-0.1454928994,0.02627252154,0.1914941818,0.00104367733,0.0001373551786,0.001035764813
8652338,0.1446056575,0.01544890329,0.1654768616,0.001021519303,0.001199503429,0.001227170229
16778810,0.003023355315,0.009695864655,-0.07541053146,0.0001167445444,0.0008409693837,0.0009819492698
16516913,0.1224012434,0.117521137,-0.03329133838,0.001002363861,0.001071341336,0.001001775265
16517002,0.1400175869,0.1182204366,-0.03797984943,0.0001284182072,0.001370869577,0.001371443272
16517009,0.1295912683,0.1233873054,-0.03916683868,0.001046463847,0.001388974488,0.001468800008
8652692,0.1354045391,0.002022763668,0.1964426756,0.001012057066,0.0001138627995,0.0009328573942
16517044,0.1371800214,0.1221047506,-0.03440504819,0.001393273473,0.001720994711,0.001718014479
8652919,0.1499730259,0.03642676175,0.1365994662,0.0001349002123,0.0009639598429,0.001000732183
16517241,0.0624017112,0.05312631354,-0.1563653529,0.001001719385,0.0007566921413,0.0008201450109
16517272,0.1296432376,0.1185290664,-0.03081574254,0.0008116960526,0.001553267241,0.001505998895
16517349,0.1287566721,0.1173795283,-0.02966828607,0.001199945807,0.0009893327951,0.0008982643485
8653068,0.1374575496,0.002024154458,0.156578964,0.001019969583,0.0001207527239,0.001015722752
8653126,0.147976312,0.01057800688,0.151399073,0.0001183152199,0.0009789289907,0.001029103994
8653136,0.1429705709,0.02452874146,0.1574582905,0.0001399964094,0.001105649397,0.001111105084
8653163,0.1545897841,0.03158974908,0.1520225108,0.001010656357,0.001005604863,0.0001125484705
8653164,0.155596596,0.03057843521,0.1520210296,0.001004248857,0.001020021737,0.0001051723957
8653196,0.1596000046,0.03716371283,0.1503908157,0.001000016928,0.0007993429899,0.001230418682
16517555,0.1326004207,0.1094818279,-0.03157217391,0.0009992569685,0.00125387311,0.001370340586
4459041,-0.1799777448,0.03079231568,0.156601733,0.0001112371683,0.0008264314383,0.001003608108
